University Admission year,Gender,Age (Years),H.S.C passing year,Program,Current Semester,Do you have meritorious scholarship ?,Do you use University transportation?,How many hour do you study daily? (Hours ),How many times do you seat for study in a day?,What is your preferable learning mode?,Do you use smart phone?,Do you have personal Computer?,How many hour do you spent daily in social media? (Hours),Status of your English language proficiency,Average attendance on class (Percentage ),Did you ever fall in probation?,Did you ever got suspension?,Do you attend in teacher consultancy for any kind of academical problems?,What are the skills do you have ?,How many hour do you spent daily on your skill development? (Hours ),What is you interested area?,What is your relationship status?,Are you engaged with any co-curriculum activities?,With whom you are living with?,Do you have any health issues?,Do you have any physical disabilities?,What is your current CGPA?,What is your monthly Family Income 
2022,Male,20,2020,BCSE,2,No,No,2,3,Offline,Yes,No,1,Basic,95,No,No,Yes,"Programming, Volunteering.",2,"Software, Hardware, Machine Learning / Deep Learning, Artificial Intelligence, Data Science",Single,Yes,Bachelor,No,No,3.05,25000
2022,Male,21,2020,BCSE,2,Yes,Yes,3,2,Online,Yes,Yes,5,Advance,90,No,No,Yes,"Programming, Networking",0,"Software, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, Data Science",Single,Yes,Family,No,No,3.45,
2022,Male,20,2020,BCSE,4,Yes,Yes,4,2,Offline,Yes,Yes,3,Basic,95,Yes,Yes,Yes,Programming,2,Software,Single,No,Bachelor,No,No,2.73,20000
2018,Male,22,2018,BCSE,11,No,No,1,1,Offline,Yes,Yes,2,Intermediate,80,No,No,Yes,"Web development skill(Backend), Web development skill(Frontend)",3,Software,Single,Yes,Bachelor,No,No,3.29,40000
2019,Female,20,2019,BCSE,8,Yes,No,6,2,Offline,Yes,Yes,2,Intermediate,100,No,No,Yes,"Programming, Software  Development skill, Web development skill(Backend), Web development skill(Frontend)",2,Software,Single,Yes,Family,No,No,3.94,100000
2022,Male,23,2019,BCSE,1,Yes,Yes,2,1,Offline,Yes,Yes,8,Basic,100,No,No,No,Networking,1,"Software, Hardware, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, UI/UX, Data Science",Single,No,Family,No,No,0,40000
2022,Female,20,2020,BCSE,1,Yes,Yes,2,1,Offline,Yes,No,7,Intermediate,100,No,No,Yes,Networking,1,"Software, Hardware, NETWORKING, Artificial Intelligence, Data Science",Single,Yes,Family,No,No,0,50000
2021,Female,26,2014,BCSE,3,Yes,No,4,3,Offline,Yes,Yes,3,Basic,50,No,No,No,Programming,1,Software,Married,No,Family,No,No,3.36,
2022,Male,19,2020,BCSE,4,Yes,Yes,5,2,Offline,Yes,Yes,2,Intermediate,98,Yes,No,Yes,"Programming, Software  Development skill, Networking",2,"Software, Hardware, Data Science",Single,Yes,Family,No,No,2.93,35000
2022,Male,20,2020,BCSE,2,Yes,No,4,3,Online,Yes,Yes,2,Basic,100,No,No,No,Programming,2,"Software, Artificial Intelligence",Single,No,Family,No,No,3.81,50000
2021,Female,19,2020,BCSE,2,No,Yes,3,2,Offline,Yes,No,2,Intermediate,98,No,No,No,Programming,1,"Software, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, Data Science",Single,No,Family,Yes,Yes,0,25000
2022,Male,19,2020,BCSE,2,Yes,No,3,1,Offline,Yes,Yes,3,Intermediate,100,Yes,No,Yes,"Programming, Strating....",1,confuse,Married,No,Family,No,No,3.25,50000
2022,Male,20,2020,BCSE,2,Yes,No,3,2,Online,Yes,Yes,3,Basic,85,No,No,No,Programming,2,Artificial Intelligence,Single,No,Family,No,No,2.89,30000
2022,Male,22,2019,BCSE,2,No,No,2,1,Offline,Yes,Yes,3,Basic,95,Yes,No,No,"Programming, Software  Development skill, Web development skill(Backend), Web development skill(Frontend), Cyber security, Sports ",1,"Software, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, UI/UX, Web",Engaged,Yes,Bachelor,Yes,No,1.45,40000
2022,Male,20,2020,BCSE,2,No,Yes,2,2,Offline,Yes,No,4,Intermediate,98,No,No,Yes,I have no skill but try to learn them.,2,"Software, Hardware, NETWORKING, Machine Learning / Deep Learning, Data Science",Single,No,Family,No,No,0,35000
2022,Male,19,2020,BCSE,2,Yes,No,30,1,Online,Yes,Yes,2,Basic,90,Yes,No,No,Programming,1,Software,Single,No,Bachelor,Yes,No,2.9,60000
2022,Male,18,2020,BCSE,2,Yes,No,6,3,Offline,Yes,Yes,2,Basic,95,No,No,Yes,"Programming, Web development skill(Frontend)",2,Software,Single,No,Family,No,No,3.48,25000
2021,Male,21,2019,BCSE,2,No,No,2,3,Online,Yes,Yes,2,Basic,90,No,No,Yes,"Programming, Web development skill(Backend), Web development skill(Frontend), Networking",4,"Software, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, Data Science",Single,No,Bachelor,No,No,3.17,40000
2021,Male,21,2019,BCSE,2,Yes,No,3,2,Online,Yes,Yes,2,Basic,90,Yes,No,Yes,Programming,2,"Software, NETWORKING, Artificial Intelligence, UI/UX",Single,No,Bachelor,No,No,1.42,50000
2022,Male,20,2020,BCSE,2,Yes,No,3,2,Online,Yes,Yes,2,Intermediate,100,No,No,Yes,Programming,1,"Software, Hardware, Data Science",Single,No,Bachelor,No,No,3.85,30000
2022,Male,21,2020,BCSE,2,Yes,Yes,4,2,Online,Yes,Yes,1,Intermediate,100,No,No,Yes,Programming,1,"Software, Artificial Intelligence",Single,Yes,Family,Yes,No,3.6,35000
2022,Female,18,2020,BCSE,2,Yes,No,2,2,Online,Yes,Yes,1,Intermediate,100,No,No,Yes,"Programming, Software  Development skill",1,Software,Single,Yes,Family,No,No,0,14000
2022,Male,19,2020,BCSE,2,No,No,3,2,Online,Yes,Yes,4,Intermediate,95,Yes,No,No,Programming,6,Software,Single,No,Bachelor,No,No,2.1,10000
2022,Male,20,2020,BCSE,2,Yes,No,3,2,Offline,Yes,Yes,5,Basic,90,No,No,Yes,Programming,1,"Software, Hardware",Single,Yes,Bachelor,No,No,2.5,25000
2019,Male,24,2017,BCSE,11,Yes,No,7,1,Offline,Yes,Yes,1,Intermediate,90,No,No,No,"Programming, Web development skill(Frontend)",5,"Software, Machine Learning / Deep Learning, Artificial Intelligence, Data Science",In a relationship,Yes,Bachelor,No,No,3.76,30000
2022,Male,21,2020,BCSE,2,No,No,1,2,Online,Yes,Yes,4,Advance,80,No,No,Yes,"Cyber security, Networking, I have quite good knowledge about Kali-Linux. I am using Linux from 2018. For that, I've some knowledge about some Tools.But currently I'm not working with Kali. That's why I'm forgetting everything day by day",0,"Software, NETWORKING, Hacking With Kali-Linux ",Single,No,Bachelor,No,No,0,50000
2021,Male,21,2020,BCSE,2,No,No,3,3,Online,Yes,Yes,1,Intermediate,97,No,No,Yes,Programming,3,Machine Learning / Deep Learning,Single,No,Bachelor,Yes,No,0,33000
2020,Female,20,,BCSE,2,Yes,Yes,3,2,Offline,Yes,Yes,4,Basic,90,Yes,No,No,Programming,2,Hardware,Single,No,Family,No,No,3.7,60000
2022,Male,20,2020,BCSE,2,Yes,No,3,1,Offline,Yes,Yes,3,Basic,70,Yes,Yes,Yes,Programming,2,Software,Single,No,Bachelor,No,No,3.24,40000
2019,Female,22,2018,BCSE,11,No,Yes,2,1,Offline,Yes,Yes,2,Intermediate,99,Yes,No,No,Programming,1,Software,Single,No,Family,No,No,2.8,60000
2020,Male,22,2020,BCSE,3,Yes,Yes,3,4,Offline,Yes,Yes,4,Intermediate,37,No,No,Yes,Programming,1,Artificial Intelligence,Single,Yes,Family,No,Yes,3.5,25000
2021,Male,21,2019,BCSE,3,Yes,No,4,2,Offline,Yes,Yes,3,Intermediate,80,No,No,Yes,"Programming, Networking, Digital Marketing, Drop Servicing, Performance marketing management",2,"Software, NETWORKING, UI/UX",Single,Yes,Bachelor,No,No,3.5,25000
2022,Male,20,2020,BCSE,2,Yes,No,3,1,Offline,Yes,Yes,2,Basic,95,No,No,No,Programming,4,"Software, Machine Learning / Deep Learning, Artificial Intelligence, Data Science",Single,No,Bachelor,No,No,2.73,21000
2021,Male,24,2020,BCSE,3,Yes,No,3,4,Offline,Yes,Yes,1,Basic,90,No,No,Yes,Programming,2,"Software, Machine Learning / Deep Learning, UI/UX",Single,No,Family,No,No,3.88,13000
2019,Female,23,2016,BCSE,11,Yes,No,2,1,Offline,Yes,Yes,1,Basic,70,No,No,No,Nothing,0,"Software, Machine Learning / Deep Learning, Artificial Intelligence",Engaged,No,Bachelor,No,No,3.91,30000
2022,Female,20,2019,BCSE,2,No,Yes,5,2,Online,Yes,Yes,2,Basic,90,Yes,No,Yes,"Programming, Web development skill(Frontend)",1,"Software, Machine Learning / Deep Learning, Data Science",Single,No,Family,No,No,,60000
2022,Female,21,2020,BCSE,2,No,Yes,7,2,Offline,Yes,No,30,Intermediate,100,No,No,No,Programming,2,Software,Single,Yes,Family,Yes,No,3.4,15000
2019,Female,22,2018,BCSE,11,No,Yes,2,4,Online,Yes,Yes,1,Intermediate,90,No,No,No,"Programming, Software  Development skill, Web development skill(Frontend)",2,Software,Single,No,Family,No,No,3.39,
2022,Male,23,2020,BCSE,2,No,Yes,6,2,Online,Yes,Yes,1,Intermediate,100,No,No,No,Programming,2,Software,Single,Yes,Family,No,No,3.85,30000
2020,Male,21,2018,BCSE,8,No,Yes,4,2,Offline,Yes,Yes,1,Intermediate,90,Yes,No,No,Web development skill(Frontend),2,Software,Single,Yes,Family,No,No,2.4,
2022,Male,22,2020,BCSE,2,Yes,Yes,2,1,Online,Yes,Yes,1,Intermediate,90,No,No,Yes,Its on learning phase,3,Software,Single,No,Family,No,No,3.93,55000
2021,Female,20,2020,BCSE,2,No,Yes,5,2,Offline,Yes,Yes,2,Basic,99,No,No,No,Programming,1,Machine Learning / Deep Learning,Single,No,Family,No,No,0,20000
2022,Male,20,2020,BCSE,2,Yes,Yes,3,3,Offline,Yes,Yes,3,Intermediate,95,Yes,No,Yes,Programming,1,Software,Single,No,Bachelor,No,No,3.47,30000
2022,Female,20,2019,BCSE,2,No,Yes,2,5,Offline,Yes,Yes,2,Intermediate,90,No,No,Yes,Graphics designing,1,Software,Single,Yes,Family,No,No,,30000
2022,Male,20,2020,BCSE,2,Yes,Yes,4,1,Offline,Yes,Yes,2,Intermediate,100,No,No,No,Programming,2,"Software, NETWORKING, UI/UX",Single,Yes,Family,Yes,No,0,20000
2022,Male,22,2020,BCSE,2,Yes,Yes,3,2,Offline,Yes,Yes,2,Intermediate,98,Yes,No,Yes,Programming,1,Software,Single,No,Family,No,No,3.73,100000
2021,Male,21,2019,BCSE,3,Yes,Yes,4,4,Online,Yes,Yes,2,Intermediate,95,No,No,Yes,"Programming, Web development skill(Backend), Web development skill(Frontend)",3,"Software, Hardware, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, Data Science",Single,Yes,Bachelor,Yes,Yes,3.68,35000
2022,Female,22,2020,BCSE,2,Yes,Yes,3,2,Online,Yes,Yes,1,Intermediate,95,No,No,Yes,"Programming, Networking",2,"Software, NETWORKING, Artificial Intelligence",Single,No,Bachelor,No,No,0,20000
2022,Female,21,2020,BCSE,2,Yes,Yes,4,2,Offline,Yes,Yes,3,Basic,100,No,No,Yes,Programming,2,Software,Single,No,Family,No,No,,35000
2022,Male,21,2020,BCSE,2,Yes,Yes,4,2,Offline,Yes,Yes,3,Basic,100,No,No,Yes,Programming,2,Software,Single,No,Bachelor,No,No,,35000
2021,Female,20,2020,BCSE,3,Yes,No,4,4,Online,Yes,No,2,Advance,98,Yes,No,Yes,Programming,5,"Software, Hardware, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence",Single,No,Bachelor,Yes,No,3.5,20000
2020,Male,21,2019,BCSE,7,No,No,1,1,Offline,Yes,Yes,2,Intermediate,93,No,No,No,"Programming, Software  Development skill, Web development skill(Backend), Web development skill(Frontend)",1,"Software, Artificial Intelligence, UI/UX",Single,No,Family,No,No,0,40000
2020,Female,20,2019,BCSE,7,Yes,Yes,4,2,Online,Yes,Yes,1,Intermediate,98,No,No,Yes,Programming,3,"Software, Artificial Intelligence",Single,Yes,Family,No,No,3.99,25000
2019,Male,22,2019,BCSE,8,Yes,Yes,4,2,Online,Yes,Yes,1,Intermediate,90,No,No,No,working on web development,2,Software,Single,No,Family,Yes,No,3.73,45000
2019,Male,20,2019,BCSE,9,Yes,No,5,2,Offline,Yes,Yes,10,Basic,50,Yes,No,No,Programming,2,"Software, Hardware, NETWORKING, Artificial Intelligence",Married,Yes,Bachelor,No,No,2.3,50000
2019,Male,22,2017,BCSE,9,No,Yes,4,2,Offline,Yes,Yes,4,Intermediate,90,No,No,Yes,"Programming, Software  Development skill, Web development skill(Frontend)",6,"Software, Machine Learning / Deep Learning, Artificial Intelligence, Data Science",Single,Yes,Family,No,No,2.86,50000
2020,Male,21,2019,BCSE,8,Yes,Yes,0,1,Offline,Yes,Yes,2,Advance,90,No,No,No,"Programming, Web development skill(Backend), Web development skill(Frontend)",1,Software,Single,No,Family,No,No,3.67,30000
2020,Female,21,2019,BCSE,8,No,No,4,2,Offline,Yes,Yes,2,Intermediate,95,No,No,No,Programming,1,Software,Single,No,Bachelor,No,No,3.75,200000
2020,Female,22,2018,BCSE,8,No,No,2,3,Offline,Yes,Yes,1,Intermediate,90,No,No,Yes,Programming,2,Data Science,Single,No,Bachelor,No,No,3.26,50000
2019,Male,23,2019,BCSE,8,Yes,No,5,3,Offline,Yes,Yes,4,Intermediate,98,No,No,Yes,Programming,3,NETWORKING,Single,Yes,Bachelor,Yes,No,3.45,25000
2019,Male,24,2018,BCSE,8,No,No,4,2,Offline,Yes,Yes,2,Intermediate,88,No,No,Yes,Programming,2,Machine Learning / Deep Learning,Single,Yes,Bachelor,No,No,,40000
2020,Female,21,2018,BCSE,7,Yes,Yes,1,1,Offline,Yes,Yes,2,Intermediate,95,No,No,No,Nothing much,0,"Artificial Intelligence, Data Science",Married,Yes,Family,No,No,3.65,60000
2019,Male,22,2018,BCSE,3,Yes,Yes,4,2,Offline,Yes,Yes,1,Intermediate,90,No,No,Yes,Programming,2,"Software, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, UI/UX, Data Science",Single,No,Family,No,No,3.88,30000
2016,Male,24,2014,BCSE,3,No,Yes,5,4,Offline,Yes,Yes,5,Basic,99,Yes,No,No,Software  Development skill,2,"Software, Artificial Intelligence",Single,Yes,Bachelor,No,No,2.76,50000
2020,Male,20,2019,BCSE,8,No,No,1,1,Offline,Yes,Yes,4,Intermediate,80,No,No,No,Programming,1,"Software, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, UI/UX",Single,No,Family,No,No,2.55,35000
2020,Male,22,2019,BCSE,8,Yes,Yes,3,3,Online,Yes,Yes,2,Advance,98,No,No,Yes,"Programming, Web development skill(Backend), Web development skill(Frontend)",2,"Software, Blockchain Engineering",Single,No,Family,No,No,3.71,5000
2020,Male,22,2019,BCSE,8,Yes,Yes,2,2,Offline,Yes,Yes,1,Intermediate,100,No,No,Yes,"Programming, Software  Development skill",4,"Software, Hardware, Machine Learning / Deep Learning, Artificial Intelligence",Single,No,Bachelor,No,No,3.62,50000
2022,Female,20,2020,BCSE,2,No,Yes,3,1,Offline,Yes,Yes,2,Intermediate,100,No,No,No,Programming,3,Software,Single,No,Family,No,No,3.58,45000
2020,Male,22,2019,BCSE,8,No,Yes,2,1,Online,Yes,Yes,16,Advance,78,Yes,No,No,"Programming, Cyber security, Networking",2,"Software, Hardware, NETWORKING, Artificial Intelligence, Data Science",Single,No,Family,Yes,No,2.77,30000
2020,Male,22,2019,BCSE,7,Yes,Yes,6,3,Online,Yes,Yes,1,Advance,97,No,No,No,"Programming, Web development skill(Frontend)",1,"Software, Machine Learning / Deep Learning, Artificial Intelligence, Data Science, Cyber security,AI",Single,Yes,Family,No,No,3.91,40000
2018,Male,24,2016,BCSE,10,Yes,No,30,1,Offline,Yes,Yes,30,Intermediate,80,No,No,Yes,Teaching,0,Teaching,Single,Yes,Bachelor,Yes,No,2.85,50000
2020,Female,21,2019,BCSE,8,Yes,Yes,1,1,Offline,Yes,Yes,3,Intermediate,85,No,No,No,Programming,1,"Software, NETWORKING, Artificial Intelligence, Data Science",Engaged,No,Family,Yes,No,3.27,50000
2022,Male,22,2020,BCSE,2,Yes,Yes,2,1,Offline,Yes,Yes,5,Basic,90,No,No,Yes,Programming,2,Software,Single,No,Family,No,No,2.8,30000
2020,Female,22,2018,BCSE,6,No,No,3,2,Offline,Yes,Yes,3,Intermediate,99,No,No,Yes,Web development skill(Frontend),2,Artificial Intelligence,Single,Yes,Bachelor,No,No,3.33,40000
2018,Male,23,2017,BCSE,3,No,Yes,5,2,Online,No,Yes,4,Intermediate,80,Yes,No,Yes,"Programming, Web development skill(Frontend)",1,"Software, Hardware, UI/UX",Single,Yes,Family,No,No,3.06,50000
2022,Male,20,2020,BCSE,2,Yes,Yes,3,2,Offline,Yes,Yes,4,Basic,99,No,No,No,Programming,2,Software,Single,No,Family,No,No,3.68,35000
2022,Female,20,2018,BCSE,2,No,Yes,4,2,Online,Yes,Yes,6,Basic,100,No,No,Yes,Programming,2,"Software, NETWORKING, Artificial Intelligence",Single,Yes,Family,No,No,3.78,4000
2020,Male,21,2019,BCSE,7,Yes,No,4,3,Offline,Yes,Yes,1,Intermediate,95,No,No,No,Programming,3,"Software, Machine Learning / Deep Learning, Artificial Intelligence, Data Science",Single,Yes,Bachelor,Yes,No,3.68,15000
2022,Male,21,2020,BCSE,2,Yes,Yes,3,2,Offline,Yes,Yes,1,Intermediate,90,No,No,Yes,Programming,1,Software,Single,No,Family,No,No,3.9,20000
2020,Male,22,2019,BCSE,8,No,No,2,1,Offline,Yes,Yes,3,Intermediate,85,No,No,No,"Programming, Cyber security",1,Cybersecurity,Single,No,Bachelor,No,No,3.65,
2020,Female,20,2019,BCSE,8,No,Yes,3,2,Online,Yes,Yes,2,Intermediate,97,No,No,Yes,Web development skill(Frontend),2,Machine Learning / Deep Learning,Single,Yes,Family,No,No,3.62,48400
2017,Male,24,2016,BCSE,4,No,No,4,2,Offline,Yes,Yes,8,Intermediate,80,Yes,Yes,Yes,"Programming, Software  Development skill, Web development skill(Backend), Web development skill(Frontend)",10,"Software, UI/UX",Single,No,Family,Yes,No,3.39,30000
2020,Female,21,2019,BCSE,8,Yes,Yes,2,2,Online,Yes,Yes,2,Intermediate,100,No,No,Yes,Web development skill(Frontend),3,Software,Single,No,Family,No,No,3.55,80000
2020,Female,22,2019,BCSE,4,No,No,1,1,Online,Yes,Yes,3,Intermediate,99,No,No,Yes,Software  Development skill,0,Software,Single,No,Family,No,No,3.17,40000
2020,Female,21,2019,BCSE,2,Yes,Yes,3,1,Offline,Yes,Yes,4,Intermediate,95,No,No,No,Programming,2,"Software, Hardware, Machine Learning / Deep Learning, Artificial Intelligence, Data Science",Single,No,Family,No,No,3.36,25000
2022,Male,19,2020,BCSE,2,Yes,No,5,2,Offline,Yes,Yes,1,Basic,100,No,No,Yes,Programming,4,Artificial Intelligence,Single,No,Bachelor,No,No,3.93,15000
2019,Male,24,2017,BCSE,11,No,No,6,2,Offline,Yes,Yes,1,Intermediate,90,No,No,No,"Programming, Web development skill(Frontend), Networking",3,"Software, NETWORKING",Single,No,Family,No,No,3.76,40000
2021,Female,22,2021,BCSE,3,No,No,4,4,Online,Yes,Yes,3,Intermediate,95,Yes,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,No,2.31,200000
2021,Male,21,2020,BCSE,5,No,No,3,3,Offline,Yes,Yes,2,Basic,100,No,No,Yes,Programming,2,Software,Single,No,Bachelor,No,No,3.27,30000
2022,Female,19,2020,BCSE,2,Yes,Yes,5,2,Online,Yes,Yes,1,Intermediate,99,No,No,Yes,Programming,1,"Software, Hardware, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, UI/UX, Data Science",Single,Yes,Family,No,Yes,4,35000
2021,Male,20,2020,BCSE,3,Yes,No,1,1,Online,Yes,Yes,2,Intermediate,75,Yes,No,Yes,Programming,1,Machine Learning / Deep Learning,Single,No,Bachelor,Yes,No,2.68,50000
2022,Male,19,2020,BCSE,10,Yes,Yes,2,1,Offline,Yes,Yes,12,Basic,100,No,No,Yes,"Programming, Web development skill(Frontend), Content Creating, freelancing, marketing,",2,"Software, Hardware, Machine Learning / Deep Learning, Artificial Intelligence, UI/UX",Single,Yes,Bachelor,No,No,3.89,35000
2018,Female,23,2016,BCSE,4,No,Yes,2,1,Offline,Yes,Yes,20,Advance,70,Yes,No,Yes,Networking,1,Machine Learning / Deep Learning,In a relationship,No,Family,No,No,2.88,70000
2020,Male,22,2018,BCSE,12,No,No,5,2,Online,No,Yes,2,Intermediate,98,No,No,No,"Programming, Software  Development skill, Web development skill(Backend), Web development skill(Frontend)",3,"Software, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, UI/UX, Data Science, Mathematics",Single,No,Family,No,No,3.97,30000
2020,Male,22,2018,BCSE,8,Yes,No,3,2,Online,Yes,Yes,2,Intermediate,95,No,No,No,"Programming, Web development skill(Frontend)",2,Software,Single,No,Bachelor,No,No,3.57,40000
2020,Female,22,2018,BCSE,8,Yes,No,2,4,Offline,Yes,Yes,2,Intermediate,98,No,No,Yes,Software  Development skill,0,Software,Single,No,Bachelor,Yes,No,3.41,70000
2019,Male,23,2018,BCSE,11,Yes,No,8,5,Offline,Yes,Yes,1,Intermediate,99,No,No,No,"Programming, Web development skill(Frontend), Networking",3,Software,Single,No,Bachelor,No,No,3.9,20000
2020,Female,20,2019,BCSE,7,No,Yes,6,2,Offline,Yes,Yes,6,Intermediate,85,Yes,No,Yes,Software  Development skill,3,"Software, Machine Learning / Deep Learning, Artificial Intelligence",Single,No,Family,No,No,2.88,100000
2022,Male,20,2020,BCSE,2,Yes,No,3,4,Offline,Yes,No,6,Basic,90,Yes,No,Yes,Programming,2,Software,Single,No,Bachelor,No,No,2.74,20000
2021,Female,20,2019,BCSE,3,No,Yes,5,3,Offline,Yes,No,3,Basic,50,Yes,No,No,Programming,3,Hardware,Single,No,Family,No,No,2.55,10000
2019,Female,22,2017,BCSE,11,No,No,5,2,Offline,Yes,Yes,3,Intermediate,100,No,No,Yes,Web development skill(Frontend),2,"Machine Learning / Deep Learning, Artificial Intelligence",Single,No,Bachelor,No,No,3.32,40000
2019,Female,22,2017,BCSE,11,No,No,5,2,Offline,Yes,Yes,3,Intermediate,99,No,No,Yes,Web development skill(Frontend),2,"Machine Learning / Deep Learning, Artificial Intelligence",Single,No,Bachelor,No,No,3.08,40000
2022,Male,20,2020,BCSE,2,Yes,No,3,2,Online,Yes,Yes,2,Intermediate,70,No,No,Yes,Programming,1,Data Science,Single,No,Bachelor,No,No,3.29,40000
2022,Female,22,2017,BCSE,2,Yes,Yes,3,3,Offline,Yes,Yes,3,Basic,100,No,No,No,Programming,2,Software,Single,No,Family,No,No,3.75,50000
2022,Female,20,2019,BCSE,1,Yes,Yes,2,3,Offline,Yes,Yes,1,Basic,97,No,No,Yes,"Programming, Software  Development skill",2,"NETWORKING, Artificial Intelligence",Single,Yes,Family,No,No,,45000
2019,Male,21,2019,BCSE,8,Yes,No,4,2,Offline,Yes,Yes,1,Intermediate,90,No,No,Yes,"Cyber security, Networking",2,NETWORKING,Single,No,Bachelor,No,No,3.71,30000
2019,Male,21,2018,BCSE,8,Yes,Yes,2,2,Offline,No,Yes,2,Intermediate,90,No,No,Yes,"Web development skill(Frontend), Computer Application as well.",2,"Software, Machine Learning / Deep Learning, UI/UX",Single,Yes,Bachelor,No,No,,25000
2018,Male,25,2016,BCSE,4,Yes,Yes,2,2,Online,Yes,Yes,3,Intermediate,90,Yes,Yes,Yes,Programming,2,"Software, Hardware, Artificial Intelligence",Single,No,Family,No,No,2.41,50000
2021,Female,22,2018,BCSE,2,Yes,No,4,2,Offline,Yes,Yes,3,Basic,80,Yes,No,Yes,Programming,3,"Software, Hardware, NETWORKING, Artificial Intelligence",Married,No,Family,Yes,No,2.86,50000
2021,Male,20,2020,BCSE,3,Yes,No,1,1,Online,Yes,Yes,2,Intermediate,80,No,No,No,Programming,0,"Software, UI/UX",Single,Yes,Bachelor,Yes,No,3.07,25000
2020,Female,21,2018,BCSE,8,No,Yes,3,2,Online,Yes,Yes,1,Intermediate,96,No,No,Yes,Web development skill(Backend),2,Machine Learning / Deep Learning,Single,No,Family,Yes,No,3.74,20000
2022,Male,19,2020,BCSE,2,Yes,Yes,1,1,Offline,Yes,Yes,4,Intermediate,99,No,No,No,Programming,1,"Software, Artificial Intelligence",Single,No,Family,No,No,3.75,30000
2022,Female,21,2019,BCSE,1,Yes,Yes,2,1,Offline,Yes,No,5,Intermediate,100,No,No,Yes,Networking,1,Software,Single,No,Family,No,No,0,40000
2022,Female,20,2020,BCSE,11,Yes,No,2,1,Offline,Yes,Yes,2,Basic,99,No,No,Yes,"Programming, Web development skill(Frontend)",2,"Software, Artificial Intelligence",Single,No,Family,No,No,4,40000
2020,Female,21,2018,BCSE,8,Yes,No,2,2,Offline,Yes,Yes,2,Intermediate,80,No,No,Yes,Web development skill(Backend),1,"Software, NETWORKING",Engaged,No,Family,Yes,No,3.63,90000
2022,Male,20,2021,BCSE,2,Yes,Yes,2,2,Offline,Yes,Yes,1,Basic,90,No,No,No,i don't,1,"Software, Hardware, Artificial Intelligence",Single,No,Family,No,No,3.85,30000
2022,Male,20,2020,BCSE,2,Yes,Yes,2,1,Offline,Yes,Yes,2,Intermediate,98,No,No,Yes,Programming,3,"Software, NETWORKING, Artificial Intelligence",Single,No,Family,No,No,3.51,40000
2022,Male,21,2019,BCSE,2,No,No,3,2,Offline,Yes,Yes,2,Basic,95,No,No,Yes,Programming,2,Artificial Intelligence,Single,No,Bachelor,No,No,3.85,
2022,Female,20,2020,BCSE,2,Yes,Yes,3,3,Offline,Yes,Yes,5,Basic,90,No,No,Yes,Programming,2,Software,Single,No,Family,No,No,4,50000
2022,Male,19,2020,BCSE,2,No,No,4,2,Offline,Yes,Yes,45,Basic,90,No,No,Yes,Programming,1,Artificial Intelligence,Single,No,Bachelor,No,No,3.21,40000
2022,Male,21,2020,BCSE,2,Yes,No,4,4,Offline,Yes,Yes,1,Basic,80,Yes,Yes,Yes,Programming,1,"Software, Hardware",In a relationship,Yes,Bachelor,Yes,No,3.1,20000
2021,Female,22,2019,BCSE,3,Yes,Yes,3,2,Offline,Yes,Yes,4,Intermediate,70,No,No,No,Programming,2,"Machine Learning / Deep Learning, Artificial Intelligence, UI/UX",Single,No,Family,No,No,3.77,25000
2021,Female,20,2020,BCSE,3,Yes,No,2,2,Offline,Yes,Yes,2,Intermediate,85,No,No,Yes,Programming,1,Software,Single,No,Family,No,No,3.32,80000
2019,Male,23,2017,BCSE,11,No,Yes,0,0,Offline,Yes,Yes,0,Intermediate,90,No,No,No,"Programming, Software  Development skill, Web development skill(Backend), Web development skill(Frontend)",4,"Software, Machine Learning / Deep Learning, Artificial Intelligence",Single,Yes,Bachelor,Yes,Yes,3.95,25000
2020,Female,22,2018,BCSE,8,No,No,4,1,Online,Yes,Yes,7,Intermediate,80,No,No,No,Graphics design,1,"Machine Learning / Deep Learning, Artificial Intelligence, UI/UX",Single,Yes,Family,No,No,2.85,60000
2021,Male,20,2020,BCSE,2,Yes,Yes,1,4,Online,Yes,No,6,Intermediate,80,No,No,No,Software  Development skill,1,Software,Single,No,Family,No,No,2.91,25000
2020,Male,21,2019,BCSE,7,Yes,Yes,2,2,Offline,Yes,Yes,1,Basic,100,No,No,No,Web development skill(Frontend),1,"Software, Machine Learning / Deep Learning, Artificial Intelligence, Data Science, For now, I am interesting in Machine Learning , Artificial Intelligence , Data Science, Software . Also Web Development ",Single,Yes,Family,No,No,3.48,30000
2019,Male,23,2018,BCSE,11,No,No,6,4,Online,Yes,Yes,6,Advance,90,No,No,Yes,Web development skill(Frontend),5,UI/UX,Single,No,Bachelor,No,No,3.05,40000
